"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"tx_bel1","Integer","","Recommended","Continuing my treatment will give me additional useful perspective on my situation (issues).","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel2","Integer","","Recommended","Continuing my treatment will give me a better understanding of what I am going through.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel3","Integer","","Recommended","Continuing my treatment will provide me with non-judgmental support.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel4","Integer","","Recommended","Continuing my treatment will provide me with someone to talk to confidentially.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel5","Integer","","Recommended","Continuing my treatment will provide me with help for my feelings.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel6","Integer","","Recommended","Continuing my treatment will provide me with help for dealing with stress.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel7","Integer","","Recommended","Continuing my treatment makes me worried they might make me do things I do not want (e.g. make me go to the hospital).","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel8","Integer","","Recommended","In my treatment, it is difficult to open up to my therapist.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel9","Integer","","Recommended","Continuing my treatment will make me feel misunderstood rather than understood.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel10","Integer","","Recommended","Continuing my treatment will not make me feel better.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel11","Integer","","Recommended","Continuing my treatment will be hard because I will feel judged (i.e., they will think I am crazy).","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel12","Integer","","Recommended","Continuing my treatment will be hard because I will have to pay too much money.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"tx_bel13","Integer","","Recommended","Finding the time to continue my treatment will be difficult.","0::4","0=Strongly Disagree; 1=Moderately Disagree; 2=Neither; 3=Moderately Agree; 4=Strongly Agree",""
"ease1","Integer","","Recommended","For me to continue my treatment, it would be:","1::5","1= Very easy; 2= Moderately easy; 3= Neither easy nor difficult; 4= Somewhat difficult; 5= Very difficult",""
"ease2","Integer","","Recommended","If I wanted to, I could easily continue my treatment","1::5","1= Strongly agree; 2= Moderately agree; 3= Neither agree nor disagree; 4= Moderately disagree; 5= Strongly disagree",""
"ease3","Integer","","Recommended","How confident are you that you can continue your treatment?","1::5","1= Very sure; 2= Moderately sure; 3= Neither sure nor unsure; 4= Somewhat unsure; 5= Very unsure",""
"control1_tx","Integer","","Recommended","How much control do you have over whether you continue treatment?","1::4","1= No control; 2= Little control; 3= Moderate control; 4= Complete control",""
"control2_tx","Integer","","Recommended","I feel in complete control over whether I continue my treatment.","1::4","1= Completely false; 2= Moderately false; 3= Moderately true; 4= Completely true",""
"control3_tx","Integer","","Recommended","Whether or not I continue my treatment is completely up to me.","1::4","1= Disagree; 2= Somewhat disagree; 3= Somewhat agree; 4= Agree",""
"control4_tx","Integer","","Recommended","The number of events outside my control which could prevent me from continuing my treatment are:","1::4","1= Numerous; 2= Somewhat numerous; 3= Somewhat few; 4= Very few",""
